movieId,title,genres,tmdbId
150,Apollo 13 (1995),Adventure|Drama|IMAX,568
151,Rob Roy (1995),Action|Drama|Romance|War,11780
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,414
155,Beyond Rangoon (1995),Adventure|Drama|War,1873
157,Canadian Bacon (1995),Comedy|War,1775
158,Casper (1995),Adventure|Children,8839
159,Clockers (1995),Crime|Drama|Mystery,20649
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,10329
161,Crimson Tide (1995),Drama|Thriller|War,8963
162,Crumb (1994),Documentary,26564
163,Desperado (1995),Action|Romance|Western,8068
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1572
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,13552
168,First Knight (1995),Action|Drama|Romance,6520
171,Jeffrey (1995),Comedy|Drama,17447
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,9886
173,Judge Dredd (1995),Action|Crime|Sci-Fi,9482
175,Kids (1995),Drama,9344
176,Living in Oblivion (1995),Comedy,9071
177,Lord of Illusions (1995),Horror,8973
178,Love & Human Remains (1993),Comedy|Drama,15730
180,Mallrats (1995),Comedy|Romance,2293
185,"Net, The (1995)",Action|Crime|Thriller,1642
186,Nine Months (1995),Comedy|Romance,11472
193,Showgirls (1995),Drama,10802
194,Smoke (1995),Comedy|Drama,10149
196,Species (1995),Horror|Sci-Fi,9348
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,281
204,Under Siege 2: Dark Territory (1995),Action,3512
206,Unzipped (1995),Documentary,77350
207,"Walk in the Clouds, A (1995)",Drama|Romance,9560
208,Waterworld (1995),Action|Adventure|Sci-Fi,9804
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,50797
215,Before Sunrise (1995),Drama|Romance,76
216,Billy Madison (1995),Comedy,11017
218,Boys on the Side (1995),Comedy|Drama,9382
222,Circle of Friends (1995),Drama|Romance,22625
223,Clerks (1994),Comedy,2292
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1909
225,Disclosure (1994),Drama|Thriller,8984
229,Death and the Maiden (1994),Drama|Thriller,10531
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,8467
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,10451
236,French Kiss (1995),Action|Comedy|Romance,397
237,Forget Paris (1995),Comedy|Romance,10525
246,Hoop Dreams (1994),Documentary,14275
247,Heavenly Creatures (1994),Crime|Drama,1024
249,Immortal Beloved (1994),Drama|Romance,13701
252,I.Q. (1994),Comedy|Romance,11777
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,628
256,Junior (1994),Comedy|Sci-Fi,6280
257,Just Cause (1995),Mystery|Thriller,9061
259,Kiss of Death (1995),Crime|Drama|Thriller,6071
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,11
261,Little Women (1994),Drama,9587
262,"Little Princess, A (1995)",Children|Drama,19101
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,18183
266,Legends of the Fall (1994),Drama|Romance|War|Western,4476
272,"Madness of King George, The (1994)",Comedy|Drama,11318
276,Milk Money (1994),Comedy|Romance,8986
277,Miracle on 34th Street (1994),Drama,10510
281,Nobody's Fool (1994),Comedy|Drama|Romance,11593
282,Nell (1994),Drama,1945
288,Natural Born Killers (1994),Action|Crime|Thriller,241
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,6950
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,101
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,680
300,Quiz Show (1994),Drama,11450
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,10452
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,12106
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,3586
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,110
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,109
315,"Specialist, The (1994)",Action|Drama|Thriller,2636
316,Stargate (1994),Action|Adventure|Sci-Fi,2164
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,11395
318,"Shawshank Redemption, The (1994)",Crime|Drama,278
319,Shallow Grave (1994),Comedy|Drama|Thriller,9905
322,Swimming with Sharks (1995),Comedy|Drama,20306
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,193
337,What's Eating Gilbert Grape (1993),Drama,1587
338,Virtuosity (1995),Action|Sci-Fi|Thriller,9271
339,While You Were Sleeping (1995),Comedy|Romance,2064
342,Muriel's Wedding (1994),Comedy,236
344,Ace Ventura: Pet Detective (1994),Comedy,3049
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,2759
348,Bullets Over Broadway (1994),Comedy,11382
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,9331
350,"Client, The (1994)",Drama|Mystery|Thriller,10731
352,Crooklyn (1994),Comedy|Drama,34152
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,9495
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,888
356,Forrest Gump (1994),Comedy|Drama|Romance|War,13
357,Four Weddings and a Funeral (1994),Comedy|Romance,712
358,Higher Learning (1995),Drama,16295
361,It Could Happen to You (1994),Comedy|Drama|Romance,10660
362,"Jungle Book, The (1994)",Adventure|Children|Romance,10714
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,8587
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,854
368,Maverick (1994),Adventure|Comedy|Western,9359
369,Mrs. Parker and the Vicious Circle (1994),Drama,23333
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,36593
371,"Paper, The (1994)",Comedy|Drama,12280
372,Reality Bites (1994),Comedy|Drama|Romance,2788
376,"River Wild, The (1994)",Action|Thriller,8987
377,Speed (1994),Action|Romance|Thriller,1637
379,Timecop (1994),Action|Sci-Fi|Thriller,8831
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,36955
381,When a Man Loves a Woman (1994),Drama|Romance,10449
382,Wolf (1994),Drama|Horror|Romance|Thriller,10395
383,Wyatt Earp (1994),Western,12160
410,Addams Family Values (1993),Children|Comedy|Fantasy,2758
412,"Age of Innocence, The (1993)",Drama,10436
413,Airheads (1994),Comedy,13595
417,Barcelona (1994),Comedy|Romance,16771
419,"Beverly Hillbillies, The (1993)",Comedy,11041
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,306
431,Carlito's Way (1993),Crime|Drama,6075
433,Clean Slate (1994),Comedy,18658
434,Cliffhanger (1993),Action|Adventure|Thriller,9350
440,Dave (1993),Comedy|Romance,11566
442,Demolition Man (1993),Action|Adventure|Sci-Fi,9739
448,Fearless (1993),Drama,10443
450,With Honors (1994),Comedy|Drama,16297
454,"Firm, The (1993)",Drama|Thriller,37233
457,"Fugitive, The (1993)",Thriller,5503
460,Getting Even with Dad (1994),Comedy,41579
464,Hard Target (1993),Action|Adventure|Crime|Thriller,2019
466,Hot Shots! Part Deux (1993),Action|Comedy|War,9255
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,10612
471,"Hudsucker Proxy, The (1994)",Comedy,11934
474,In the Line of Fire (1993),Action|Thriller,9386
475,In the Name of the Father (1993),Drama,7984
477,What's Love Got to Do with It? (1993),Drama|Musical,15765
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,329
481,Kalifornia (1993),Drama|Thriller,10909
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,9593
489,Made in America (1993),Comedy,12121
490,Malice (1993),Thriller,2246
493,Menace II Society (1993),Action|Crime|Drama,9516
494,Executive Decision (1996),Action|Adventure|Thriller,2320
497,Much Ado About Nothing (1993),Comedy|Romance,11971
500,Mrs. Doubtfire (1993),Comedy|Drama,788
501,Naked (1993),Drama,21450
505,North (1994),Comedy,31586
508,Philadelphia (1993),Drama,9800
509,"Piano, The (1993)",Drama|Romance,713
510,Poetic Justice (1993),Drama,8291
514,"Ref, The (1994)",Comedy,10872
515,"Remains of the Day, The (1993)",Drama|Romance,1245
517,Rising Sun (1993),Action|Drama|Mystery,7007
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,5550
520,Robin Hood: Men in Tights (1993),Comedy,8005
521,Romeo Is Bleeding (1993),Crime|Thriller,2088
524,Rudy (1993),Drama,14534
527,Schindler's List (1993),Drama|War,424
529,Searching for Bobby Fischer (1993),Drama,14291
532,Serial Mom (1994),Comedy|Crime|Horror,11592
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,8850
534,Shadowlands (1993),Drama|Romance,10445
535,Short Cuts (1993),Drama,695
537,Sirens (1994),Drama,12519
538,Six Degrees of Separation (1993),Drama,23210
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,858
540,Sliver (1993),Thriller,867
541,Blade Runner (1982),Action|Sci-Fi|Thriller,78
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,10442
544,Striking Distance (1993),Action|Crime,11074
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,9479
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,10057
553,Tombstone (1993),Action|Drama|Western,11969
555,True Romance (1993),Crime|Thriller,319
562,Welcome to the Dollhouse (1995),Comedy|Drama,11446
569,Little Big League (1994),Comedy|Drama,31504
581,"Celluloid Closet, The (1995)",Documentary,32562
585,"Brady Bunch Movie, The (1995)",Comedy,9066
586,Home Alone (1990),Children|Comedy,771
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,251
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,812
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,280
590,Dances with Wolves (1990),Adventure|Drama|Western,581
592,Batman (1989),Action|Crime|Thriller,268
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,274
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,408
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,10020
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,10895
597,Pretty Woman (1990),Comedy|Romance,114
608,Fargo (1996),Comedy|Crime|Drama|Thriller,275
616,"Aristocats, The (1970)",Animation|Children,10112
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,1592
637,Sgt. Bilko (1996),Comedy,9099
645,Nelly & Monsieur Arnaud (1995),Drama,12652
647,Courage Under Fire (1996),Action|Crime|Drama|War,10684
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,954
653,Dragonheart (1996),Action|Adventure|Fantasy,8840
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,10539
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,3065
707,Mulholland Falls (1996),Crime|Drama|Thriller,10990
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,8866
711,Flipper (1996),Adventure|Children,36355
713,Of Love and Shadows (1994),Drama,90148
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,503475
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,9100
733,"Rock, The (1996)",Action|Adventure|Thriller,9802
736,Twister (1996),Action|Adventure|Romance|Thriller,664
737,Barb Wire (1996),Action|Sci-Fi,11867
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,532
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,935
762,Striptease (1996),Comedy|Crime,9879
778,Trainspotting (1996),Comedy|Crime|Drama,627
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,602
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,10545
784,"Cable Guy, The (1996)",Comedy|Thriller,9894
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,9327
800,Lone Star (1996),Drama|Mystery|Western,26748
802,Phenomenon (1996),Drama|Romance,9294
804,She's the One (1996),Comedy|Romance,11363
805,"Time to Kill, A (1996)",Drama|Thriller,1645
830,"First Wives Club, The (1996)",Comedy,2925
835,Foxfire (1996),Drama,18555
838,Emma (1996),Comedy|Drama|Romance,3573
852,Tin Cup (1996),Comedy|Drama|Romance,10478
858,"Godfather, The (1972)",Crime|Drama,238
866,Bound (1996),Crime|Drama|Romance|Thriller,9303
882,"Trigger Effect, The (1996)",Drama|Thriller,58770
902,Breakfast at Tiffany's (1961),Drama|Romance,164
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,426
904,Rear Window (1954),Mystery|Thriller,567
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,213
909,"Apartment, The (1960)",Comedy|Drama|Romance,284
910,Some Like It Hot (1959),Comedy|Crime,239
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,4808
912,Casablanca (1942),Drama|Romance,289
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,11113
915,Sabrina (1954),Comedy|Romance,6620
916,Roman Holiday (1953),Comedy|Drama|Romance,804
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,630
920,Gone with the Wind (1939),Drama|Romance|War,770
923,Citizen Kane (1941),Drama|Mystery,15
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,62
926,All About Eve (1950),Drama,705
927,"Women, The (1939)",Comedy,22490
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,381
934,Father of the Bride (1950),Comedy,20758
938,Gigi (1958),Musical,17281
946,To Be or Not to Be (1942),Comedy|Drama|War,198
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,1585
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,488
971,Cat on a Hot Tin Roof (1958),Drama,261
994,Big Night (1996),Comedy|Drama,18203
999,2 Days in the Valley (1996),Crime|Film-Noir,9401
1006,"Chamber, The (1996)",Drama,6346
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,12335
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,12092
1035,"Sound of Music, The (1965)",Musical|Romance,15121
1036,Die Hard (1988),Action|Crime|Thriller,562
1041,Secrets & Lies (1996),Drama,11159
1051,Trees Lounge (1996),Drama,27845
1056,Jude (1996),Drama,25147
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,454
1060,Swingers (1996),Comedy|Drama,10218
1061,Sleepers (1996),Thriller,819
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,252
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,623
1080,Monty Python's Life of Brian (1979),Comedy,583
1084,Bonnie and Clyde (1967),Crime|Drama,475
1088,Dirty Dancing (1987),Drama|Musical|Romance,88
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,500
1090,Platoon (1986),Drama|War,792
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,11386
1095,Glengarry Glen Ross (1992),Drama,9504
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,601
1100,Days of Thunder (1990),Action|Drama|Romance,2119
1101,Top Gun (1986),Action|Romance,744
1103,Rebel Without a Cause (1955),Drama,221
1104,"Streetcar Named Desire, A (1951)",Drama,702
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,1630
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,1103
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,762
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,531
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,4483
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,11216
1178,Paths of Glory (1957),Drama|War,975
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,18129
1183,"English Patient, The (1996)",Drama|Romance|War,409
1185,My Left Foot (1989),Drama,10161
1192,Paris Is Burning (1990),Documentary,31225
1193,One Flew Over the Cuckoo's Nest (1975),Drama,510
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,1891
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,2493
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,85
1199,Brazil (1985),Fantasy|Sci-Fi,68
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,679
1203,12 Angry Men (1957),Drama,389
1204,Lawrence of Arabia (1962),Adventure|Drama|War,947
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,185
1207,To Kill a Mockingbird (1962),Drama,595
1208,Apocalypse Now (1979),Action|Drama|War,28
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,1892
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,144
1213,Goodfellas (1990),Crime|Drama,769
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,766
1217,Ran (1985),Drama|War,11645
1219,Psycho (1960),Crime|Horror,539
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,525
1221,"Godfather: Part II, The (1974)",Crime|Drama,240
1222,Full Metal Jacket (1987),Drama|War,600
1225,Amadeus (1984),Drama,279
1228,Raging Bull (1980),Drama,1578
1230,Annie Hall (1977),Comedy|Romance,703
1231,"Right Stuff, The (1983)",Drama,9549
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,387
1234,"Sting, The (1973)",Comedy|Crime,9277
1236,Trust (1990),Comedy|Drama|Romance,37291
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,218
1242,Glory (1989),Drama|War,9665
1244,Manhattan (1979),Comedy|Drama|Romance,696
1246,Dead Poets Society (1989),Drama,207
1247,"Graduate, The (1967)",Comedy|Drama|Romance,37247
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,826
1258,"Shining, The (1980)",Horror,694
1259,Stand by Me (1986),Adventure|Drama,235
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,765
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,5925
1263,"Deer Hunter, The (1978)",Drama|War,11778
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,137
1266,Unforgiven (1992),Drama|Western,33
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,105
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,1633
1272,Patton (1970),Drama|War,11202
1273,Down by Law (1986),Comedy|Drama|Film-Noir,1554
1276,Cool Hand Luke (1967),Drama,903
1278,Young Frankenstein (1974),Comedy|Fantasy,3034
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,10404
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,910
1287,Ben-Hur (1959),Action|Adventure|Drama,665
1288,This Is Spinal Tap (1984),Comedy,11031
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,89
1292,Being There (1979),Comedy|Drama,10322
1296,"Room with a View, A (1986)",Drama|Romance,11257
1297,Real Genius (1985),Comedy,14370
1299,"Killing Fields, The (1984)",Drama|War,625
1302,Field of Dreams (1989),Children|Drama|Fantasy,2323
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,642
1307,When Harry Met Sally... (1989),Comedy|Romance,639
1317,I'm Not Rappaport (1996),Comedy,61536
1343,Cape Fear (1991),Thriller,1598
1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,25189
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,199
1357,Shine (1996),Drama|Romance,7863
1358,Sling Blade (1996),Drama,12498
1367,101 Dalmatians (1996),Adventure|Children|Comedy,11674
1370,Die Hard 2 (1990),Action|Adventure|Thriller,1573
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,174
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,172
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,154
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,157
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,168
1377,Batman Returns (1992),Action|Crime,364
1387,Jaws (1975),Action|Horror,578
1392,Citizen Ruth (1996),Comedy|Drama,13891
1393,Jerry Maguire (1996),Drama|Romance,9390
1394,Raising Arizona (1987),Comedy,378
1399,Marvin's Room (1996),Drama,9819
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,3179
1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller,1802
1409,Michael (1996),Comedy|Drama|Fantasy|Romance,2928
1411,Hamlet (1996),Crime|Drama|Romance,10549
1416,Evita (1996),Drama|Musical,8818
1465,Rosewood (1997),Action|Drama,25624
1476,Private Parts (1997),Comedy|Drama,9403
1485,Liar Liar (1997),Comedy,1624
1487,Selena (1997),Drama|Musical,16052
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,9434
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,816
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,18
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,330
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,1639
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,607
1584,Contact (1997),Drama|Sci-Fi,686
1589,Cop Land (1997),Action|Crime|Drama|Thriller,2142
1594,In the Company of Men (1997),Comedy|Drama,14585
1595,Free Willy 3: The Rescue (1997),Adventure|Children|Drama,18519
1608,Air Force One (1997),Action|Thriller,9772
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,1669
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,2118
1625,"Game, The (1997)",Drama|Mystery|Thriller,2649
1639,Chasing Amy (1997),Comedy|Drama|Romance,2255
1641,"Full Monty, The (1997)",Comedy|Drama,9427
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,782
1663,Stripes (1981),Comedy|War,10890
1673,Boogie Nights (1997),Drama,4995
1674,Witness (1985),Drama|Romance|Thriller,9281
1676,Starship Troopers (1997),Action|Sci-Fi,563
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,37165
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,8078
1693,Amistad (1997),Drama|Mystery,11831
1704,Good Will Hunting (1997),Drama|Romance,489
1719,"Sweet Hereafter, The (1997)",Drama,10217
1721,Titanic (1997),Drama|Romance,597
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,714
1729,Jackie Brown (1997),Crime|Drama|Thriller,184
1732,"Big Lebowski, The (1998)",Comedy|Crime,115
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,2666
1753,Half Baked (1998),Comedy,9490
1784,As Good as It Gets (1997),Comedy|Drama|Romance,2898
1794,Love and Death on Long Island (1997),Comedy|Drama,47452
1810,Primary Colors (1998),Comedy|Drama,9440
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,29193
1840,He Got Game (1998),Drama,9469
1873,"Misérables, Les (1998)",Crime|Drama|Romance|War,4415
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller,8656
1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance,9844
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,6068
1914,Smoke Signals (1998),Comedy|Drama,20862
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,95
1923,There's Something About Mary (1998),Comedy|Romance,544
1939,"Best Years of Our Lives, The (1946)",Drama|War,887
1944,From Here to Eternity (1953),Drama|Romance|War,11426
1945,On the Waterfront (1954),Crime|Drama,654
1951,Oliver! (1968),Drama|Musical,17917
1952,Midnight Cowboy (1969),Drama,3116
1954,Rocky (1976),Drama,1366
1957,Chariots of Fire (1981),Drama,9443
1959,Out of Africa (1985),Drama|Romance,606
1960,"Last Emperor, The (1987)",Drama,746
1961,Rain Man (1988),Drama,380
1965,Repo Man (1984),Comedy|Sci-Fi,13820
1968,"Breakfast Club, The (1985)",Comedy|Drama,2108
1997,"Exorcist, The (1973)",Horror|Mystery,9552
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,941
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,942
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,943
2003,Gremlins (1984),Comedy|Horror,927
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,9342
